"disease"	"admin1"	"week"	"year"	"cases"	"admin1_name"
"1921"	"ZIKV"	76	20	2017	28	"Valle del Cauca"
"1922"	"ZIKV"	81	20	2017	1	"Arauca"
"1923"	"ZIKV"	85	20	2017	1	"Casanare"
"1924"	"ZIKV"	86	20	2017	2	"Putumayo"
"1925"	"ZIKV"	8	21	2017	1	"Atlantico"
"1926"	"ZIKV"	18	21	2017	1	"Caqueta"
"1927"	"ZIKV"	25	21	2017	2	"Cundinamarca"
"1928"	"ZIKV"	41	21	2017	1	"Huila"
"1929"	"ZIKV"	50	21	2017	1	"Meta"
"1930"	"ZIKV"	54	21	2017	1	"Norte Santander"
"1931"	"ZIKV"	68	21	2017	3	"Santander"
"1932"	"ZIKV"	76	21	2017	26	"Valle del Cauca"
"1933"	"ZIKV"	85	21	2017	2	"Casanare"
"1934"	"ZIKV"	94	21	2017	1	"Guainia"
"1935"	"ZIKV"	5	22	2017	2	"Antioquia"
"1936"	"ZIKV"	13	22	2017	1	"Bolivar"
"1937"	"ZIKV"	18	22	2017	1	"Caqueta"
"1938"	"ZIKV"	19	22	2017	1	"Cauca"
"1939"	"ZIKV"	25	22	2017	2	"Cundinamarca"
"1940"	"ZIKV"	41	22	2017	1	"Huila"
"1941"	"ZIKV"	50	22	2017	1	"Meta"
"1942"	"ZIKV"	52	22	2017	2	"Narino"
"1943"	"ZIKV"	54	22	2017	1	"Norte Santander"
"1944"	"ZIKV"	63	22	2017	1	"Quindio"
"1945"	"ZIKV"	66	22	2017	1	"Risaralda"
"1946"	"ZIKV"	68	22	2017	6	"Santander"
"1947"	"ZIKV"	70	22	2017	2	"Sucre"
"1948"	"ZIKV"	73	22	2017	2	"Tolima"
"1949"	"ZIKV"	76	22	2017	15	"Valle del Cauca"
"1950"	"ZIKV"	85	22	2017	2	"Casanare"
"1951"	"ZIKV"	97	22	2017	1	"Vaupes"
"1952"	"ZIKV"	8	23	2017	1	"Atlantico"
"1953"	"ZIKV"	13	23	2017	3	"Bolivar"
"1954"	"ZIKV"	17	23	2017	1	"Caldas"
"1955"	"ZIKV"	20	23	2017	1	"Cesar"
"1956"	"ZIKV"	27	23	2017	1	"Choco"
"1957"	"ZIKV"	50	23	2017	1	"Meta"
"1958"	"ZIKV"	52	23	2017	1	"Narino"
"1959"	"ZIKV"	68	23	2017	4	"Santander"
"1960"	"ZIKV"	70	23	2017	1	"Sucre"
"1961"	"ZIKV"	76	23	2017	19	"Valle del Cauca"
"1962"	"ZIKV"	86	23	2017	2	"Putumayo"
"1963"	"ZIKV"	15	24	2017	1	"Boyaca"
"1964"	"ZIKV"	52	24	2017	1	"Narino"
"1965"	"ZIKV"	54	24	2017	4	"Norte Santander"
"1966"	"ZIKV"	63	24	2017	2	"Quindio"
"1967"	"ZIKV"	68	24	2017	2	"Santander"
"1968"	"ZIKV"	70	24	2017	1	"Sucre"
"1969"	"ZIKV"	76	24	2017	7	"Valle del Cauca"
"1970"	"ZIKV"	86	24	2017	2	"Putumayo"
